Year,JulianDay,NumMon,Month,Day,Date,MeanAirTemperature,TotalRainfall(mm/d),TotalSnowfall(mm/deqv.),TotalPrecipitation(mm/d),MeanQ(m3/s),MeanQmm/day
2001,165,6,Jun,14,2001-06-14,8.4,17.7,0,17.7,14.50,1.052773109
2001,166,6,Jun,15,2001-06-15,5.8,6.8,0,6.8,16.30,1.183462185
2001,167,6,Jun,16,2001-06-16,6.4,0,0,0,18.60,1.350453782
2001,168,6,Jun,17,2001-06-17,5.4,1.4,0,1.4,16.50,1.197983193
2001,169,6,Jun,18,2001-06-18,6.7,6.5,0,6.5,16.20,1.176201681
2001,170,6,Jun,19,2001-06-19,9.7,0,0,0,15.70,1.13989916
2001,171,6,Jun,20,2001-06-20,12.6,0,0,0,15.80,1.147159664
2001,172,6,Jun,21,2001-06-21,16.2,1.2,0,1.2,17.40,1.263327731
2001,173,6,Jun,22,2001-06-22,15.3,0,0,0,21.10,1.531966387
2001,174,6,Jun,23,2001-06-23,12,0,0,0,21.40,1.553747899
2001,175,6,Jun,24,2001-06-24,10.1,0,0,0,17.90,1.299630252
2001,176,6,Jun,25,2001-06-25,8.3,1.4,0,1.4,15.50,1.125378151
2001,177,6,Jun,26,2001-06-26,6.5,5.2,0,5.2,13.50,0.980168067
2001,178,6,Jun,27,2001-06-27,9.9,0,0,0,12.70,0.922084034
2001,179,6,Jun,28,2001-06-28,13.3,1.1,0,1.1,12.40,0.900302521
2001,180,6,Jun,29,2001-06-29,10.6,1.1,0,1.1,13.00,0.943865546
2001,181,6,Jun,30,2001-06-30,12,2,0,2,12.70,0.922084034
2001,182,7,July,1,2001-07-01,14.6,5.4,0,5.4,12.50,0.907563025
2001,183,7,July,2,2001-07-02,14.8,0,0,0,12.30,0.893042017
2001,184,7,July,3,2001-07-03,14.5,0,0,0,11.40,0.827697479
2001,185,7,July,4,2001-07-04,19,0,0,0,10.70,0.77687395
2001,186,7,July,5,2001-07-05,14.8,0,0,0,10.40,0.755092437
2001,187,7,July,6,2001-07-06,12.5,0,0,0,10.00,0.72605042
2001,188,7,July,7,2001-07-07,15.6,0,0,0,9.41,0.683213445
2001,189,7,July,8,2001-07-08,17,0,0,0,8.81,0.63965042
2001,190,7,July,9,2001-07-09,17,0,0,0,8.43,0.612060504
2001,191,7,July,10,2001-07-10,19.5,0,0,0,8.33,0.6048
2001,192,7,July,11,2001-07-11,16.3,0,0,0,7.99,0.580114286
2001,193,7,July,12,2001-07-12,15.7,0,0,0,7.78,0.564867227
2001,194,7,July,13,2001-07-13,15.1,4.6,0,4.6,8.38,0.608430252
2001,195,7,July,14,2001-07-14,14.2,0,0,0,8.05,0.584470588
2001,196,7,July,15,2001-07-15,14.2,0.9,0,0.9,7.60,0.551798319
2001,197,7,July,16,2001-07-16,13.2,6.3,0,6.3,7.74,0.561963025
2001,198,7,July,17,2001-07-17,10.8,0.9,0,0.9,8.44,0.612786555
2001,199,7,July,18,2001-07-18,9,0,0,0,7.47,0.542359664
2001,200,7,July,19,2001-07-19,11.5,0,0,0,7.12,0.516947899
2001,201,7,July,20,2001-07-20,12.8,0,0,0,6.70,0.486453782
2001,202,7,July,21,2001-07-21,12.8,0.9,0,0.9,6.47,0.469754622
2001,203,7,July,22,2001-07-22,12,8.9,0,8.9,7.03,0.510413445
2001,204,7,July,23,2001-07-23,13.6,0.9,0,0.9,7.25,0.526386555
2001,205,7,July,24,2001-07-24,11.6,2.6,0,2.6,7.50,0.544537815
2001,206,7,July,25,2001-07-25,9.4,0,0,0,7.84,0.569223529
2001,207,7,July,26,2001-07-26,11.8,0.9,0,0.9,7.38,0.53582521
2001,208,7,July,27,2001-07-27,14.5,0,0,0,7.02,0.509687395
2001,209,7,July,28,2001-07-28,13,0,0,0,6.64,0.482097479
2001,210,7,July,29,2001-07-29,11.4,0,0,0,6.47,0.469754622
2001,211,7,July,30,2001-07-30,10.1,3.7,0,3.7,6.26,0.454507563
2001,212,7,July,31,2001-07-31,11.1,0,0,0,5.86,0.425465546
2001,213,8,Aug,1,2001-08-01,13.4,0,0,0,5.78,0.419657143
2001,214,8,Aug,2,2001-08-02,15.7,0,0,0,5.69,0.413122689
2001,215,8,Aug,3,2001-08-03,18.1,0.6,0,0.6,5.86,0.425465546
2001,216,8,Aug,4,2001-08-04,15,0,0,0,5.67,0.411670588
2001,217,8,Aug,5,2001-08-05,13.8,0,0,0,5.55,0.402957983
2001,218,8,Aug,6,2001-08-06,17.3,0,0,0,5.40,0.392067227
2001,219,8,Aug,7,2001-08-07,15.3,0,0,0,5.28,0.383354622
2001,220,8,Aug,8,2001-08-08,10.6,6.3,0,6.3,5.86,0.425465546
2001,221,8,Aug,9,2001-08-09,12.7,0,0,0,5.66,0.410944538
2001,222,8,Aug,10,2001-08-10,13.5,0,0,0,5.36,0.389163025
2001,223,8,Aug,11,2001-08-11,15,0,0,0,5.14,0.373189916
2001,224,8,Aug,12,2001-08-12,17.3,0,0,0,5.02,0.364477311
2001,225,8,Aug,13,2001-08-13,18.6,0,0,0,4.95,0.359394958
2001,226,8,Aug,14,2001-08-14,16.1,0,0,0,4.90,0.355764706
2001,227,8,Aug,15,2001-08-15,16.6,0,0,0,4.77,0.34632605
2001,228,8,Aug,16,2001-08-16,17.1,0,0,0,4.68,0.339791597
2001,229,8,Aug,17,2001-08-17,18.7,0,0,0,4.64,0.336887395
2001,230,8,Aug,18,2001-08-18,18.8,0,0,0,4.58,0.332531092
2001,231,8,Aug,19,2001-08-19,13.6,0,0,0,4.56,0.331078992
2001,232,8,Aug,20,2001-08-20,11.6,0,0,0,4.44,0.322366387
2001,233,8,Aug,21,2001-08-21,11.9,0,0,0,4.42,0.320914286
2001,234,8,Aug,22,2001-08-22,12.6,0,0,0,4.47,0.324544538
2001,235,8,Aug,23,2001-08-23,14,0,0,0,4.40,0.319462185
2001,236,8,Aug,24,2001-08-24,9.7,0,0,0,4.26,0.309297479
2001,237,8,Aug,25,2001-08-25,12.4,0,0,0,4.20,0.304941176
2001,238,8,Aug,26,2001-08-26,14.5,23,0,23,4.14,0.300584874
2001,239,8,Aug,27,2001-08-27,17.1,0.6,0,0.6,4.07,0.295502521
2001,240,8,Aug,28,2001-08-28,16.3,0,0,0,4.03,0.292598319
2001,241,8,Aug,29,2001-08-29,14.3,0.8,0,0.8,4.04,0.29332437
2001,242,8,Aug,30,2001-08-30,14.8,0,0,0,4.01,0.291146218
2001,243,8,Aug,31,2001-08-31,16.2,0.6,0,0.6,3.96,0.287515966
2001,244,9,Sept,1,2001-09-01,14.8,0,0,0,3.89,0.282433613
2001,245,9,Sept,2,2001-09-02,10.7,0,0,0,3.95,0.286789916
2001,246,9,Sept,3,2001-09-03,11.1,0,0,0,3.92,0.284611765
2001,247,9,Sept,4,2001-09-04,12.1,0,0,0,3.83,0.278077311
2001,248,9,Sept,5,2001-09-05,6.8,6,0,6,3.91,0.283885714
2001,249,9,Sept,6,2001-09-06,6.5,0.9,0,0.9,4.10,0.297680672
2001,250,9,Sept,7,2001-09-07,4.6,6.3,0,6.3,4.11,0.298406723
2001,251,9,Sept,8,2001-09-08,7.3,0.9,0,0.9,4.02,0.291872269
2001,252,9,Sept,9,2001-09-09,6.1,0,0,0,3.89,0.282433613
2001,253,9,Sept,10,2001-09-10,3.3,0,0,0,3.88,0.281707563
2001,254,9,Sept,11,2001-09-11,3.2,0,0,0,3.97,0.288242017
2001,255,9,Sept,12,2001-09-12,8.4,1.1,0,1.1,3.99,0.289694118
2001,256,9,Sept,13,2001-09-13,9.6,0,0,0,3.92,0.284611765
2001,257,9,Sept,14,2001-09-14,12.2,0,0,0,3.84,0.278803361
2001,258,9,Sept,15,2001-09-15,13.9,0,0,0,3.77,0.273721008
2001,259,9,Sept,16,2001-09-16,12.1,0,0,0,3.71,0.269364706
2001,260,9,Sept,17,2001-09-17,13.9,0,0,0,3.66,0.265734454
2001,261,9,Sept,18,2001-09-18,13,0,0,0,3.69,0.267912605
2001,262,9,Sept,19,2001-09-19,6.5,8.2,0,8.2,4.14,0.300584874
2001,263,9,Sept,20,2001-09-20,5.8,0,0,0,4.18,0.303489076
2001,264,9,Sept,21,2001-09-21,8.3,0,0,0,3.97,0.288242017
2001,265,9,Sept,22,2001-09-22,10.3,0,0,0,3.84,0.278803361
2001,266,9,Sept,23,2001-09-23,14.6,0,0,0,3.78,0.274447059
2001,267,9,Sept,24,2001-09-24,15.3,0,0,0,3.72,0.270090756
2001,268,9,Sept,25,2001-09-25,15.9,0,0,0,3.71,0.269364706
2001,269,9,Sept,26,2001-09-26,12.5,0,0,0,3.64,0.264282353
2001,270,9,Sept,27,2001-09-27,9.1,0,0,0,3.60,0.261378151
2001,271,9,Sept,28,2001-09-28,7.6,0,0,0,3.67,0.266460504
2001,272,9,Sept,29,2001-09-29,8,0,0,0,3.63,0.263556303
2001,273,9,Sept,30,2001-09-30,10.2,0,0,0,3.58,0.25992605
2001,274,10,Oct,1,2001-10-01,7.5,0,0,0,3.58,0.25992605
2001,275,10,Oct,2,2001-10-02,6,0,0,0,3.59,0.260652101
2001,276,10,Oct,3,2001-10-03,3.7,0,0,0,3.55,0.257747899
2001,277,10,Oct,4,2001-10-04,1.5,0.9,0,0.9,3.68,0.267186555
2001,278,10,Oct,5,2001-10-05,4.4,0,0,0,3.57,0.2592
2001,279,10,Oct,6,2001-10-06,9,0.9,0,0.9,3.62,0.262830252
2001,280,10,Oct,7,2001-10-07,7.3,0,0,0,3.91,0.283885714
2001,281,10,Oct,8,2001-10-08,7.3,0,0,0,3.65,0.265008403
2001,282,10,Oct,9,2001-10-09,5.6,0,0,0,3.59,0.260652101
2001,283,10,Oct,10,2001-10-10,5.7,0,0,0,3.56,0.25847395
2001,284,10,Oct,11,2001-10-11,4.1,0,0,0,3.56,0.25847395
2001,285,10,Oct,12,2001-10-12,4,0,0,0,3.56,0.25847395
2001,286,10,Oct,13,2001-10-13,3.6,0,0,0,3.55,0.257747899
2001,287,10,Oct,14,2001-10-14,-1.1,0,0,0,3.54,0.257021849
2001,288,10,Oct,15,2001-10-15,-0.3,0,0,0,3.53,0.256295798
2001,289,10,Oct,16,2001-10-16,8.8,0,0,0,3.55,0.257747899
2001,290,10,Oct,17,2001-10-17,1.9,6.3,0,6.3,3.63,0.263556303
2001,291,10,Oct,18,2001-10-18,2.9,0,0,0,3.64,0.264282353
2001,292,10,Oct,19,2001-10-19,4.4,0,0,0,3.56,0.25847395
2001,293,10,Oct,20,2001-10-20,0.9,0,0,0,3.53,0.256295798
2001,294,10,Oct,21,2001-10-21,-0.9,0,0,0,3.53,0.256295798
2001,295,10,Oct,22,2001-10-22,1.7,0,0,0,3.53,0.256295798
2001,296,10,Oct,23,2001-10-23,-0.9,0,0,0,3.53,0.256295798
2001,297,10,Oct,24,2001-10-24,-1.1,0,0.9,0.9,3.58,0.25992605
2001,298,10,Oct,25,2001-10-25,-2.3,0,0,0,3.51,0.254843697
2001,299,10,Oct,26,2001-10-26,4.4,0,0,0,3.43,0.249035294
2001,300,10,Oct,27,2001-10-27,3.4,7.6,0,7.6,3.43,0.249035294
2001,301,10,Oct,28,2001-10-28,-4.1,0,0.9,0.9,3.57,0.2592
2001,302,10,Oct,29,2001-10-29,0,0,0.9,0.9,3.47,0.251939496
2001,303,10,Oct,30,2001-10-30,1.6,0,0,0,3.50,0.254117647
2001,304,10,Oct,31,2001-10-31,5.1,0,0,0,3.27,0.237418487
2001,305,11,Nov,1,2001-11-01,3.3,0,0,0,3.42,0.248309244
2001,306,11,Nov,2,2001-11-02,3.8,0,0,0,3.41,0.247583193
2001,307,11,Nov,3,2001-11-03,5,0,0,0,3.42,0.248309244
2001,308,11,Nov,4,2001-11-04,9.4,0.9,0,0.9,3.48,0.252665546
2001,309,11,Nov,5,2001-11-05,-1,0,3.4,3.4,3.42,0.248309244
2001,310,11,Nov,6,2001-11-06,-5.8,0,1,1,3.37,0.244678992
2001,311,11,Nov,7,2001-11-07,-2.1,0,1.4,1.4,3.31,0.240322689
2001,312,11,Nov,8,2001-11-08,5.8,0,0,0,3.33,0.24177479
2001,313,11,Nov,9,2001-11-09,8.4,0.9,0,0.9,3.31,0.240322689
2001,314,11,Nov,10,2001-11-10,6.9,0,0,0,3.25,0.235966387
2001,315,11,Nov,11,2001-11-11,5.2,0,0,0,3.21,0.233062185
2001,316,11,Nov,12,2001-11-12,7.2,0,0,0,3.20,0.232336134
2001,317,11,Nov,13,2001-11-13,7.1,0,0,0,3.17,0.230157983
2001,318,11,Nov,14,2001-11-14,7.6,0,0,0,3.17,0.230157983
2001,319,11,Nov,15,2001-11-15,9.7,0,0,0,3.11,0.225801681
2001,320,11,Nov,16,2001-11-16,5.9,0,0,0,3.03,0.219993277
2001,321,11,Nov,17,2001-11-17,0.7,0,0,0,2.97,0.215636975
2001,322,11,Nov,18,2001-11-18,-2.8,0,0,0,3.02,0.219267227
2001,323,11,Nov,19,2001-11-19,1.5,0,0,0,3.11,0.225801681
2001,324,11,Nov,20,2001-11-20,5.6,0,0,0,3.20,0.232336134
2001,325,11,Nov,21,2001-11-21,3.4,0,0,0,3.20,0.232336134
2001,326,11,Nov,22,2001-11-22,0.5,0,0,0,3.19,0.231610084
2001,327,11,Nov,23,2001-11-23,-1.7,0,10,10,3.19,0.231610084
2001,328,11,Nov,24,2001-11-24,-6.4,0,8.5,8.5,3.15,0.228705882
2001,329,11,Nov,25,2001-11-25,-10.6,0,2.9,2.9,3.13,0.227253782
2001,330,11,Nov,26,2001-11-26,-14.2,0,0.9,0.9,3.08,0.223623529
2001,331,11,Nov,27,2001-11-27,-11.6,0,0,0,3.03,0.219993277
2001,332,11,Nov,28,2001-11-28,-17,0,0,0,2.97,0.215636975
2001,333,11,Nov,29,2001-11-29,-17.7,0,0,0,2.91,0.211280672
2001,334,11,Nov,30,2001-11-30,-14.9,0,0,0,2.86,0.20765042
2001,335,12,Dec,1,2001-12-01,-8,0,0,0,2.91,0.211280672
2001,336,12,Dec,2,2001-12-02,-4.3,0,0,0,2.74,0.198937815
2001,337,12,Dec,3,2001-12-03,-9.7,0,0,0,2.63,0.190951261
2001,338,12,Dec,4,2001-12-04,-11.5,0,0,0,2.54,0.184416807
2001,339,12,Dec,5,2001-12-05,-11,0,0,0,2.52,0.182964706
2001,340,12,Dec,6,2001-12-06,-8.3,0,0,0,2.57,0.186594958
2001,341,12,Dec,7,2001-12-07,-1.5,0,0,0,2.63,0.190951261
2001,342,12,Dec,8,2001-12-08,2.7,0,0,0,2.40,0.174252101
2001,343,12,Dec,9,2001-12-09,-5.3,0,5.3,5.3,2.23,0.161909244
2001,344,12,Dec,10,2001-12-10,-6.9,0,0,0,2.18,0.158278992
2001,345,12,Dec,11,2001-12-11,-9.6,0,0,0,2.29,0.166265546
2001,346,12,Dec,12,2001-12-12,-8,0,0,0,2.36,0.171347899
2001,347,12,Dec,13,2001-12-13,-2.2,0,0,0,2.63,0.190951261
2001,348,12,Dec,14,2001-12-14,-2.8,0,0,0,2.55,0.185142857
2001,349,12,Dec,15,2001-12-15,-5.4,0,0,0,2.67,0.193855462
2001,350,12,Dec,16,2001-12-16,-0.3,0,0,0,2.74,0.198937815
2001,351,12,Dec,17,2001-12-17,-1.5,0,0,0,2.73,0.198211765
2001,352,12,Dec,18,2001-12-18,-5.9,0,0,0,2.72,0.197485714
2001,353,12,Dec,19,2001-12-19,-6.1,0,0,0,2.50,0.181512605
2001,354,12,Dec,20,2001-12-20,-10.1,0,0,0,2.15,0.15610084
2001,355,12,Dec,21,2001-12-21,-12.5,0,0,0,2.07,0.150292437
2001,356,12,Dec,22,2001-12-22,-10,0,0,0,2.05,0.148840336
2001,357,12,Dec,23,2001-12-23,-9.2,0,0,0,2.18,0.158278992
2001,358,12,Dec,24,2001-12-24,-6.3,0,0,0,2.40,0.174252101
2001,359,12,Dec,25,2001-12-25,-3.5,0,0,0,2.63,0.190951261
2001,360,12,Dec,26,2001-12-26,-5.1,0,0,0,2.52,0.182964706
2001,361,12,Dec,27,2001-12-27,-6.4,0,0,0,2.40,0.174252101
2001,362,12,Dec,28,2001-12-28,-11.4,0,0.4,0.4,2.31,0.167717647
2001,363,12,Dec,29,2001-12-29,-15.4,0,0,0,2.27,0.164813445
2001,364,12,Dec,30,2001-12-30,-13.7,0,0,0,2.23,0.161909244
2001,365,12,Dec,31,2001-12-31,-14.8,0,0,0,2.20,0.159731092
2002,1,1,Jan,1,2002-01-01,-9.9,0,0,0,2.29,0.166265546
2002,2,1,Jan,2,2002-01-02,-0.2,0,0,0,2.35,0.170621849
2002,3,1,Jan,3,2002-01-03,1.7,0,0,0,2.35,0.170621849
2002,4,1,Jan,4,2002-01-04,2,0,0,0,2.23,0.161909244
2002,5,1,Jan,5,2002-01-05,-2.7,0,0,0,2.18,0.158278992
2002,6,1,Jan,6,2002-01-06,0.5,0,0,0,2.52,0.182964706
2002,7,1,Jan,7,2002-01-07,5.9,0,0,0,2.84,0.206198319
2002,8,1,Jan,8,2002-01-08,4.3,0,0,0,2.97,0.215636975
2002,9,1,Jan,9,2002-01-09,-0.7,0,4.3,4.3,2.74,0.198937815
2002,10,1,Jan,10,2002-01-10,1.5,0,0,0,2.63,0.190951261
2002,11,1,Jan,11,2002-01-11,0.7,0,0,0,2.57,0.186594958
2002,12,1,Jan,12,2002-01-12,2.6,0,0,0,2.52,0.182964706
2002,13,1,Jan,13,2002-01-13,-2.8,0,0,0,2.40,0.174252101
2002,14,1,Jan,14,2002-01-14,-7.3,0,0,0,2.18,0.158278992
2002,15,1,Jan,15,2002-01-15,-7.9,0,0,0,2.06,0.149566387
2002,16,1,Jan,16,2002-01-16,-7.5,0,0.8,0.8,2.06,0.149566387
2002,17,1,Jan,17,2002-01-17,-10.1,0,0.8,0.8,2.12,0.153922689
2002,18,1,Jan,18,2002-01-18,-9.2,0,0.8,0.8,2.18,0.158278992
2002,19,1,Jan,19,2002-01-19,-3.4,0,0,0,2.29,0.166265546
2002,20,1,Jan,20,2002-01-20,-4.7,0,0,0,2.29,0.166265546
2002,21,1,Jan,21,2002-01-21,-5.9,0,0,0,2.23,0.161909244
2002,22,1,Jan,22,2002-01-22,-14.6,0,0,0,2.18,0.158278992
2002,23,1,Jan,23,2002-01-23,-10.2,0,0,0,2.23,0.161909244
2002,24,1,Jan,24,2002-01-24,-2.8,0,0,0,2.29,0.166265546
2002,25,1,Jan,25,2002-01-25,-13.4,0,14.2,14.2,2.29,0.166265546
2002,26,1,Jan,26,2002-01-26,-23,0,5.5,5.5,2.06,0.149566387
2002,27,1,Jan,27,2002-01-27,-26.3,0,1.8,1.8,1.72,0.124880672
2002,28,1,Jan,28,2002-01-28,-18.8,0,0.9,0.9,1.49,0.108181513
2002,29,1,Jan,29,2002-01-29,-16.7,0,0,0,1.61,0.116894118
2002,30,1,Jan,30,2002-01-30,-15.2,0,0,0,1.91,0.13867563
2002,31,1,Jan,31,2002-01-31,-7.3,0,0,0,2.18,0.158278992
2002,32,2,Feb,1,2002-02-01,-6.3,0,0.8,0.8,2.52,0.182964706
2002,33,2,Feb,2,2002-02-02,-3.2,0,0,0,2.52,0.182964706
2002,34,2,Feb,3,2002-02-03,-2.2,0,0,0,2.46,0.178608403
2002,35,2,Feb,4,2002-02-04,1.2,0,0,0,2.40,0.174252101
2002,36,2,Feb,5,2002-02-05,2.4,0,0,0,2.29,0.166265546
2002,37,2,Feb,6,2002-02-06,0.2,0,0,0,2.23,0.161909244
2002,38,2,Feb,7,2002-02-07,-1.8,0,0,0,2.18,0.158278992
2002,39,2,Feb,8,2002-02-08,-6.5,0,2,2,2.06,0.149566387
2002,40,2,Feb,9,2002-02-09,-4.2,0,0.8,0.8,1.95,0.141579832
2002,41,2,Feb,10,2002-02-10,4.2,0,0,0,2.29,0.166265546
2002,42,2,Feb,11,2002-02-11,-2.9,0,1,1,2.23,0.161909244
2002,43,2,Feb,12,2002-02-12,-1.8,0,0,0,2.18,0.158278992
2002,44,2,Feb,13,2002-02-13,-1.9,0,1.8,1.8,2.06,0.149566387
2002,45,2,Feb,14,2002-02-14,-2.8,0,0.8,0.8,2.18,0.158278992
2002,46,2,Feb,15,2002-02-15,3.9,0,0,0,2.29,0.166265546
2002,47,2,Feb,16,2002-02-16,3.4,0,0,0,2.40,0.174252101
2002,48,2,Feb,17,2002-02-17,3.1,0,0,0,2.46,0.178608403
2002,49,2,Feb,18,2002-02-18,-0.7,0,0,0,2.52,0.182964706
2002,50,2,Feb,19,2002-02-19,-0.9,0,0,0,2.57,0.186594958
2002,51,2,Feb,20,2002-02-20,-0.2,0,0,0,2.69,0.195307563
2002,52,2,Feb,21,2002-02-21,-1.2,0,0,0,2.74,0.198937815
2002,53,2,Feb,22,2002-02-22,-4.6,0,12.6,12.6,2.74,0.198937815
2002,54,2,Feb,23,2002-02-23,-14.8,0,4.3,4.3,2.29,0.166265546
2002,55,2,Feb,24,2002-02-24,-16.4,0,2.3,2.3,1.44,0.104551261
2002,56,2,Feb,25,2002-02-25,-16.3,0,0,0,1.44,0.104551261
2002,57,2,Feb,26,2002-02-26,-11.2,0,1.5,1.5,1.49,0.108181513
2002,58,2,Feb,27,2002-02-27,-8.5,0,0,0,1.72,0.124880672
2002,59,2,Feb,28,2002-02-28,-11.9,0,5.8,5.8,1.89,0.137223529
2002,60,3,Mar,1,2002-03-01,-14.8,0,0,0,1.66,0.12052437
2002,61,3,Mar,2,2002-03-02,-11,0,0,0,1.61,0.116894118
2002,62,3,Mar,3,2002-03-03,-2.7,0,0,0,1.95,0.141579832
2002,63,3,Mar,4,2002-03-04,-5.3,0,4.4,4.4,2.06,0.149566387
2002,64,3,Mar,5,2002-03-05,-20,0,7.7,7.7,1.78,0.129236975
2002,65,3,Mar,6,2002-03-06,-25.8,0,0,0,1.57,0.113989916
2002,66,3,Mar,7,2002-03-07,-25.7,0,0,0,1.38,0.100194958
2002,67,3,Mar,8,2002-03-08,-25.8,0,0,0,1.15,0.083495798
2002,68,3,Mar,9,2002-03-09,-20.4,0,0,0,1.38,0.100194958
2002,69,3,Mar,10,2002-03-10,-13.8,0,0,0,1.84,0.133593277
2002,70,3,Mar,11,2002-03-11,-7.3,0,8.5,8.5,2.29,0.166265546
2002,71,3,Mar,12,2002-03-12,-4.5,0,2.4,2.4,2.40,0.174252101
2002,72,3,Mar,13,2002-03-13,-7.8,0,1.2,1.2,2.18,0.158278992
2002,73,3,Mar,14,2002-03-14,-8.1,0,1.4,1.4,1.89,0.137223529
2002,74,3,Mar,15,2002-03-15,-13.5,0,1.2,1.2,1.72,0.124880672
2002,75,3,Mar,16,2002-03-16,-19.2,0,0.4,0.4,1.55,0.112537815
2002,76,3,Mar,17,2002-03-17,-20.3,0,0,0,1.49,0.108181513
2002,77,3,Mar,18,2002-03-18,-20.6,0,0,0,1.44,0.104551261
2002,78,3,Mar,19,2002-03-19,-20.2,0,1.2,1.2,1.40,0.101647059
2002,79,3,Mar,20,2002-03-20,-22.3,0,0,0,1.36,0.098742857
2002,80,3,Mar,21,2002-03-21,-19,0,0,0,1.61,0.116894118
2002,81,3,Mar,22,2002-03-22,-6.7,0,0,0,2.29,0.166265546
2002,82,3,Mar,23,2002-03-23,-5.5,0,0,0,2.97,0.215636975
2002,83,3,Mar,24,2002-03-24,-5.8,0,0.8,0.8,2.91,0.211280672
2002,84,3,Mar,25,2002-03-25,-3.2,0,0.6,0.6,2.86,0.20765042
2002,85,3,Mar,26,2002-03-26,0.5,0.5,0,0.5,2.80,0.203294118
2002,86,3,Mar,27,2002-03-27,-0.2,0,0.2,0.2,2.77,0.201115966
2002,87,3,Mar,28,2002-03-28,0.3,1.2,0,1.2,2.74,0.198937815
2002,88,3,Mar,29,2002-03-29,-2.9,0,0.2,0.2,2.77,0.201115966
2002,89,3,Mar,30,2002-03-30,-3.9,0,6.1,6.1,2.80,0.203294118
2002,90,3,Mar,31,2002-03-31,1.2,6.7,0,6.7,2.97,0.215636975
2002,91,4,Apr,1,2002-04-01,-11.6,0,0,0,2.63,0.190951261
2002,92,4,Apr,2,2002-04-02,-15.2,0,0,0,2.43,0.176430252
2002,93,4,Apr,3,2002-04-03,-10.9,0,0.5,0.5,2.06,0.149566387
2002,94,4,Apr,4,2002-04-04,-9.8,0,0,0,2.29,0.166265546
2002,95,4,Apr,5,2002-04-05,-5.6,0,0,0,2.52,0.182964706
2002,96,4,Apr,6,2002-04-06,-1.6,0,5.7,5.7,2.97,0.215636975
2002,97,4,Apr,7,2002-04-07,-4.5,0,0,0,2.86,0.20765042
2002,98,4,Apr,8,2002-04-08,-2.1,0,0,0,2.74,0.198937815
2002,99,4,Apr,9,2002-04-09,-2.9,0,0,0,2.74,0.198937815
2002,100,4,Apr,10,2002-04-10,3.4,0,0,0,2.97,0.215636975
2002,101,4,Apr,11,2002-04-11,5.8,0,0,0,3.54,0.257021849
2002,102,4,Apr,12,2002-04-12,7.2,0,0,0,4.22,0.306393277
2002,103,4,Apr,13,2002-04-13,8.2,0,0,0,5.24,0.38045042
2002,104,4,Apr,14,2002-04-14,6.2,0,0,0,6.37,0.462494118
2002,105,4,Apr,15,2002-04-15,1.8,0,0,0,4.56,0.331078992
2002,106,4,Apr,16,2002-04-16,0.9,0,0,0,5.43,0.394245378
2002,107,4,Apr,17,2002-04-17,-0.9,0,4.2,4.2,4.74,0.344147899
2002,108,4,Apr,18,2002-04-18,-0.1,0,4.2,4.2,4.23,0.307119328
2002,109,4,Apr,19,2002-04-19,0.2,0,0,0,4.16,0.302036975
2002,110,4,Apr,20,2002-04-20,3.2,0,0,0,4.25,0.308571429
2002,111,4,Apr,21,2002-04-21,6.5,0,0,0,4.67,0.339065546
2002,112,4,Apr,22,2002-04-22,4.8,8.5,0,8.5,5.00,0.36302521
2002,113,4,Apr,23,2002-04-23,-3,0,7.4,7.4,4.82,0.349956303
2002,114,4,Apr,24,2002-04-24,-3.6,0,0,0,4.13,0.299858824
2002,115,4,Apr,25,2002-04-25,-3.6,0,1.6,1.6,3.82,0.277351261
2002,116,4,Apr,26,2002-04-26,-3.6,0,2.6,2.6,3.89,0.282433613
2002,117,4,Apr,27,2002-04-27,-0.7,0,0,0,3.71,0.269364706
2002,118,4,Apr,28,2002-04-28,5.2,0,0,0,3.84,0.278803361
2002,119,4,Apr,29,2002-04-29,3.6,2.6,0,2.6,4.23,0.307119328
2002,120,4,Apr,30,2002-04-30,2.4,0,0,0,4.95,0.359394958
2002,121,5,May,1,2002-05-01,5.7,2.3,0,2.3,5.00,0.36302521
2002,122,5,May,2,2002-05-02,6,8.4,0,8.4,5.21,0.378272269
2002,123,5,May,3,2002-05-03,-5.7,0,6.9,6.9,5.50,0.399327731
2002,124,5,May,4,2002-05-04,-1.8,0,1,1,4.96,0.360121008
2002,125,5,May,5,2002-05-05,-1.8,0,7.6,7.6,7.28,0.528564706
2002,126,5,May,6,2002-05-06,-5.2,0,21.3,21.3,4.87,0.353586555
2002,127,5,May,7,2002-05-07,-3.9,0,7.9,7.9,4.59,0.333257143
2002,128,5,May,8,2002-05-08,-3.7,0,0,0,4.37,0.317284034
2002,129,5,May,9,2002-05-09,-0.5,0,0,0,4.50,0.326722689
2002,130,5,May,10,2002-05-10,1.3,0,0,0,4.69,0.340517647
2002,131,5,May,11,2002-05-11,5.3,0,0,0,5.33,0.386984874
2002,132,5,May,12,2002-05-12,6.9,0,0,0,6.05,0.439260504
2002,133,5,May,13,2002-05-13,10.2,0,0,0,7.86,0.57067563
2002,134,5,May,14,2002-05-14,8.1,0.6,0,0.6,9.57,0.694830252
2002,135,5,May,15,2002-05-15,2.3,0,0,0,9.82,0.712981513
2002,136,5,May,16,2002-05-16,3.3,0.5,0,0.5,8.43,0.612060504
2002,137,5,May,17,2002-05-17,2.9,0.8,0,0.8,7.67,0.556880672
